,tweet_id,favorite_count,retweet_count,created_at,source,retweeted_status,url
834,766864461642756096,0,6438,Sat Aug 20 05:08:29 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
835,766793450729734144,5600,1548,Sat Aug 20 00:26:19 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/exrRjjJqeO
836,766714921925144576,2845,434,Fri Aug 19 19:14:16 +0000 2016,Twitter for iPhone,Original tweet,y
837,766693177336135680,4447,906,Fri Aug 19 17:47:52 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/cTlHjEUNK8
838,766423258543644672,6623,1806,Thu Aug 18 23:55:18 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/Tytt15VquG
839,766313316352462849,7439,2146,Thu Aug 18 16:38:26 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/xuxZoObmF0
840,766078092750233600,0,2942,Thu Aug 18 01:03:45 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
841,766069199026450432,4718,995,Thu Aug 18 00:28:24 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/Z69mShifuk
842,766008592277377025,4109,564,Wed Aug 17 20:27:34 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/jaivZ1dcUL
843,765719909049503744,7949,2450,Wed Aug 17 01:20:27 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/soxdNqZDZ2
844,765669560888528897,5704,1392,Tue Aug 16 22:00:23 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/t6RvnVEdRR
845,765395769549590528,20395,3100,Tue Aug 16 03:52:26 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/ep1NkYoiwB
846,765371061932261376,7776,2445,Tue Aug 16 02:14:15 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/w2qDmoTIZ5
847,765222098633691136,12774,3858,Mon Aug 15 16:22:20 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/eSvz4EapHH
848,764857477905154048,7041,2002,Sun Aug 14 16:13:27 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/cBIFBsCRz6
